city,lat,lng,country,iso2,admin_name,population,population_proper
Fellbach,48.8086,9.2758,Germany,DE,Baden-Württemberg,45671,45671
Bünde,52.2,8.6,Germany,DE,North Rhine-Westphalia,45521,45521
Albstadt,48.2119,9.0239,Germany,DE,Baden-Württemberg,45327,45327
Weinheim,49.5561,8.6697,Germany,DE,Baden-Württemberg,45284,45284
Rodgau,50.0256,8.8841,Germany,DE,Hesse,45202,45202
Bruchsal,49.1333,8.6,Germany,DE,Baden-Württemberg,44644,44644
Oranienburg,52.7544,13.2369,Germany,DE,Brandenburg,44512,44512
Brühl,50.8333,6.9,Germany,DE,North Rhine-Westphalia,44397,44397
Erkrath,51.2239,6.9147,Germany,DE,North Rhine-Westphalia,44384,44384
Neustadt am Rübenberge,52.5055,9.4636,Germany,DE,Lower Saxony,44282,44282
Lehrte,52.3725,9.9769,Germany,DE,Lower Saxony,43999,43999
Kaufbeuren,47.88,10.6225,Germany,DE,Bavaria,43893,43893
Falkensee,52.5583,13.0917,Germany,DE,Brandenburg,43838,43838
Memmingen,47.9878,10.1811,Germany,DE,Bavaria,43837,43837
Kaarst,51.2278,6.6273,Germany,DE,North Rhine-Westphalia,43433,43433
Erkelenz,51.08,6.3156,Germany,DE,North Rhine-Westphalia,43364,43364
Pinneberg,53.6591,9.8009,Germany,DE,Schleswig-Holstein,43280,43280
Bietigheim-Bissingen,48.9667,9.1333,Germany,DE,Baden-Württemberg,43093,43093
Kamen,51.5917,7.6653,Germany,DE,North Rhine-Westphalia,42971,42971
Wismar,53.8925,11.465,Germany,DE,Mecklenburg-Western Pomerania,42550,42550
Borken,51.8439,6.8583,Germany,DE,North Rhine-Westphalia,42530,42530
Gifhorn,52.4886,10.5464,Germany,DE,Lower Saxony,42519,42519
Nettetal,51.3167,6.2833,Germany,DE,North Rhine-Westphalia,42493,42493
Eisenach,50.9747,10.3244,Germany,DE,Thuringia,42370,42370
Dreieich,50.0189,8.6961,Germany,DE,Hesse,42091,42091
Aurich,53.4714,7.4836,Germany,DE,Lower Saxony,41991,41991
Amberg,49.4444,11.8483,Germany,DE,Bavaria,41970,41970
Heinsberg,51.0631,6.0964,Germany,DE,North Rhine-Westphalia,41946,41946
Ansbach,49.3,10.5833,Germany,DE,Bavaria,41847,41847
Homburg,49.3167,7.3333,Germany,DE,Saarland,41811,41811
Nordhausen,51.505,10.7911,Germany,DE,Thuringia,41791,41791
Wunstorf,52.4238,9.4359,Germany,DE,Lower Saxony,41594,41594
Siegburg,50.8014,7.2044,Germany,DE,North Rhine-Westphalia,41463,41463
Laatzen,52.3077,9.8133,Germany,DE,Lower Saxony,41422,41422
Königswinter,50.6833,7.1833,Germany,DE,North Rhine-Westphalia,41243,41243
Nürtingen,48.6267,9.3353,Germany,DE,Baden-Württemberg,41093,41093
Freiberg,50.9119,13.3428,Germany,DE,Saxony,40885,40885
Schwabach,49.3292,11.0208,Germany,DE,Bavaria,40792,40792
Lemgo,52.0277,8.9043,Germany,DE,North Rhine-Westphalia,40696,40696
Kirchheim unter Teck,48.6483,9.4511,Germany,DE,Baden-Württemberg,40523,40523
Bensheim,49.6811,8.6228,Germany,DE,Hesse,40456,40456
Schwäbisch Hall,49.1122,9.7375,Germany,DE,Baden-Württemberg,40440,40440
Weißenfels,51.2,11.9667,Germany,DE,Saxony-Anhalt,40409,40409
Pirmasens,49.2,7.6,Germany,DE,Rhineland-Palatinate,40403,40403
Germering,48.1333,11.3667,Germany,DE,Bavaria,40389,40389
Eberswalde,52.8331,13.8331,Germany,DE,Brandenburg,40387,40387
Halberstadt,51.8958,11.0467,Germany,DE,Saxony-Anhalt,40256,40256
Buxtehude,53.4769,9.7011,Germany,DE,Lower Saxony,40150,40150
Leinfelden-Echterdingen,48.6928,9.1428,Germany,DE,Baden-Württemberg,40092,40092
Neumarkt,49.2833,11.4667,Germany,DE,Bavaria,40002,40002
Hückelhoven,51.0608,6.2197,Germany,DE,North Rhine-Westphalia,39931,39931
Hofheim,50.0876,8.4447,Germany,DE,Hesse,39766,39766
Freital,51.0167,13.65,Germany,DE,Saxony,39709,39709
Löhne,52.2,8.7,Germany,DE,North Rhine-Westphalia,39697,39697
Schorndorf,48.8,9.5333,Germany,DE,Baden-Württemberg,39634,39634
Stendal,52.6,11.85,Germany,DE,Saxony-Anhalt,39439,39439
Völklingen,49.25,6.8333,Germany,DE,Saarland,39374,39374
Ettlingen,48.9333,8.4,Germany,DE,Baden-Württemberg,39339,39339
Ostfildern,48.7228,9.2631,Germany,DE,Baden-Württemberg,39321,39321
Maintal,50.15,8.8333,Germany,DE,Hesse,39298,39298
Ahaus,52.0794,7.0134,Germany,DE,North Rhine-Westphalia,39223,39223
Ilmenau,50.6872,10.9142,Germany,DE,Thuringia,39017,39017
Mettmann,51.25,6.9667,Germany,DE,North Rhine-Westphalia,38829,38829
Würselen,50.8247,6.1275,Germany,DE,North Rhine-Westphalia,38712,38712
Bitterfeld,51.6167,12.3167,Germany,DE,Saxony,38475,38475
Bautzen,51.1814,14.4239,Germany,DE,Saxony,38329,38329
Pirna,50.9622,13.9403,Germany,DE,Saxony,38316,38316
Niederkassel,50.8167,7.0333,Germany,DE,North Rhine-Westphalia,38218,38218
Langen,49.9893,8.6803,Germany,DE,Hesse,37902,37902
Greven,52.0917,7.6083,Germany,DE,North Rhine-Westphalia,37692,37692
Fürstenfeldbruck,48.1778,11.2556,Germany,DE,Bavaria,37677,37677
Neu Isenburg,50.0558,8.6971,Germany,DE,Hesse,37668,37668
Papenburg,53.0667,7.4,Germany,DE,Lower Saxony,37579,37579
Kamp-Lintfort,51.5,6.5333,Germany,DE,North Rhine-Westphalia,37391,37391
Backnang,48.9464,9.4306,Germany,DE,Baden-Württemberg,37253,37253
Warendorf,51.9539,7.9933,Germany,DE,North Rhine-Westphalia,37226,37226
Königs Wusterhausen,52.2917,13.625,Germany,DE,Brandenburg,37190,37190
Suhl,50.6106,10.6931,Germany,DE,Thuringia,36955,36955
Beckum,51.7558,8.0408,Germany,DE,North Rhine-Westphalia,36646,36646
Erding,48.3001,11.9082,Germany,DE,Bavaria,36469,36469
Coesfeld,51.9458,7.1675,Germany,DE,North Rhine-Westphalia,36217,36217
Mühlhausen,51.2167,10.45,Germany,DE,Thuringia,36200,36200
Wesseling,50.8207,6.9786,Germany,DE,North Rhine-Westphalia,36146,36146
Kehl,48.5711,7.8089,Germany,DE,Baden-Württemberg,36089,36089
Emsdetten,52.1728,7.5344,Germany,DE,North Rhine-Westphalia,36012,36012
Tuttlingen,47.985,8.8233,Germany,DE,Baden-Württemberg,35730,35730
Sankt Ingbert,49.3,7.1167,Germany,DE,Saarland,35714,35714
Porta Westfalica,52.2167,8.9333,Germany,DE,North Rhine-Westphalia,35671,35671
Sinsheim,49.25,8.8833,Germany,DE,Baden-Württemberg,35442,35442
Meppen,52.6906,7.291,Germany,DE,Lower Saxony,35373,35373
Limburg,50.3833,8.0667,Germany,DE,Hesse,35243,35243
Ingelheim,49.9747,8.0564,Germany,DE,Rhineland-Palatinate,35146,35146
Lage,51.9833,8.8,Germany,DE,North Rhine-Westphalia,35047,35047
Cloppenburg,52.8478,8.0439,Germany,DE,Lower Saxony,34913,34913
Winsen,53.3667,10.2167,Germany,DE,Lower Saxony,34896,34896
Mörfelden-Walldorf,49.9896,8.5661,Germany,DE,Hesse,34828,34828
Wermelskirchen,51.1392,7.2051,Germany,DE,North Rhine-Westphalia,34765,34765
Datteln,51.6539,7.3417,Germany,DE,North Rhine-Westphalia,34614,34614
Kempen,51.3658,6.4194,Germany,DE,North Rhine-Westphalia,34597,34597
Saarlouis,49.3167,6.75,Germany,DE,Saarland,34552,34552
Leer,53.2308,7.4528,Germany,DE,Lower Saxony,34486,34486
Seelze,52.3961,9.5981,Germany,DE,Lower Saxony,34442,34442
Crailsheim,49.1347,10.0706,Germany,DE,Baden-Württemberg,34400,34400
Barsinghausen,52.3031,9.4606,Germany,DE,Lower Saxony,34234,34234
Balingen,48.2731,8.8506,Germany,DE,Baden-Württemberg,34217,34217
Zweibrücken,49.2494,7.3608,Germany,DE,Rhineland-Palatinate,34209,34209
Viernheim,49.538,8.5792,Germany,DE,Hesse,34175,34175
Steinfurt,52.1504,7.3366,Germany,DE,North Rhine-Westphalia,34084,34084
Merseburg,51.3544,11.9928,Germany,DE,Saxony-Anhalt,34080,34080
Hemer,51.3833,7.7667,Germany,DE,North Rhine-Westphalia,34080,34080
Dietzenbach,50.0086,8.7756,Germany,DE,Hesse,34019,34019
Radebeul,51.1033,13.67,Germany,DE,Saxony,34008,34008
Bad Vilbel,50.1781,8.7361,Germany,DE,Hesse,33990,33990
Geldern,51.5197,6.3325,Germany,DE,North Rhine-Westphalia,33836,33836
Goch,51.6839,6.1619,Germany,DE,North Rhine-Westphalia,33825,33825
Kornwestheim,48.8597,9.185,Germany,DE,Baden-Württemberg,33803,33803
Uelzen,52.9647,10.5658,Germany,DE,Lower Saxony,33614,33614
Deggendorf,48.8353,12.9644,Germany,DE,Bavaria,33585,33585
Wedel,53.5833,9.7,Germany,DE,Schleswig-Holstein,33547,33547
Ahrensburg,53.6747,10.2411,Germany,DE,Schleswig-Holstein,33472,33472
Rheinfelden (Baden),47.5611,7.7917,Germany,DE,Baden-Württemberg,33074,33074
Korschenbroich,51.1833,6.5167,Germany,DE,North Rhine-Westphalia,33066,33066
Biberach,48.0981,9.7886,Germany,DE,Baden-Württemberg,32938,32938
Wernigerode,51.835,10.7853,Germany,DE,Saxony-Anhalt,32733,32733
Bernburg,51.8,11.7333,Germany,DE,Saxony-Anhalt,32674,32674
Jülich,50.9222,6.3583,Germany,DE,North Rhine-Westphalia,32632,32632
Lampertheim,49.5942,8.4671,Germany,DE,Hesse,32537,32537
Vechta,52.7306,8.2886,Germany,DE,Lower Saxony,32433,32433
Naumburg,51.1521,11.8098,Germany,DE,Saxony-Anhalt,32402,32402
Forchheim,49.7197,11.0581,Germany,DE,Bavaria,32171,32171
Bad Nauheim,50.3667,8.75,Germany,DE,Hesse,32163,32163
Hoyerswerda,51.4331,14.25,Germany,DE,Saxony,32123,32123
Altenburg,50.985,12.4333,Germany,DE,Thuringia,32074,32074
Delbrück,51.7667,8.5667,Germany,DE,North Rhine-Westphalia,31949,31949
Fürstenwalde,52.3667,14.0667,Germany,DE,Brandenburg,31941,31941
Achim,53.013,9.033,Germany,DE,Lower Saxony,31911,31911
Itzehoe,53.925,9.5164,Germany,DE,Schleswig-Holstein,31879,31879
Georgsmarienhütte,52.2031,8.0447,Germany,DE,Lower Saxony,31827,31827
Herrenberg,48.5967,8.8708,Germany,DE,Baden-Württemberg,31545,31545
Oer-Erkenschwick,51.6422,7.2508,Germany,DE,North Rhine-Westphalia,31442,31442
Radolfzell am Bodensee,47.7369,8.9697,Germany,DE,Baden-Württemberg,31203,31203
Kreuztal,50.962,8.0064,Germany,DE,North Rhine-Westphalia,31187,31187
Rheinberg,51.5467,6.6006,Germany,DE,North Rhine-Westphalia,31097,31097
Bramsche,52.4089,7.9728,Germany,DE,Lower Saxony,30952,30952
Neuruppin,52.9222,12.8,Germany,DE,Brandenburg,30846,30846
Einbeck,51.8167,9.8667,Germany,DE,Lower Saxony,30826,30826
Werl,51.5528,7.9139,Germany,DE,North Rhine-Westphalia,30772,30772
Schönebeck,52.0167,11.75,Germany,DE,Saxony-Anhalt,30720,30720
Burgdorf,52.45,10.0083,Germany,DE,Lower Saxony,30699,30699
Gevelsberg,51.3265,7.3559,Germany,DE,North Rhine-Westphalia,30695,30695
Geesthacht,53.4381,10.3747,Germany,DE,Schleswig-Holstein,30551,30551
Haan,51.1931,7.0131,Germany,DE,North Rhine-Westphalia,30484,30484
Lohmar,50.8415,7.2166,Germany,DE,North Rhine-Westphalia,30363,30363
Osterholz-Scharmbeck,53.2269,8.7947,Germany,DE,Lower Saxony,30300,30300
Weil am Rhein,47.5947,7.6108,Germany,DE,Baden-Württemberg,30175,30175
Ennepetal,51.3021,7.3425,Germany,DE,North Rhine-Westphalia,30075,30075
Riesa,51.3081,13.2939,Germany,DE,Saxony,30054,30054
Taunusstein,50.1435,8.1606,Germany,DE,Hesse,30005,30005
Andernach,50.4397,7.4017,Germany,DE,Rhineland-Palatinate,29966,29966
Meschede,51.3503,8.2836,Germany,DE,North Rhine-Westphalia,29921,29921
Schwedt (Oder),53.0631,14.2831,Germany,DE,Brandenburg,29920,29920
Friedberg,48.35,10.9833,Germany,DE,Bavaria,29810,29810
Bad Hersfeld,50.8683,9.7067,Germany,DE,Hesse,29800,29800
Gaggenau,48.8039,8.3194,Germany,DE,Baden-Württemberg,29777,29777
Merzig,49.4471,6.6312,Germany,DE,Saarland,29745,29745
Neuburg,48.7333,11.1833,Germany,DE,Bavaria,29682,29682
Derne,51.6667,7.6167,Germany,DE,North Rhine-Westphalia,29662,29662
Vaihingen an der Enz,48.9328,8.9564,Germany,DE,Baden-Württemberg,29467,29467
Rietberg,51.8,8.4333,Germany,DE,North Rhine-Westphalia,29466,29466
Saalfeld,50.6506,11.3542,Germany,DE,Thuringia,29457,29457
Bretten,49.0364,8.7061,Germany,DE,Baden-Württemberg,29412,29412
Waltrop,51.6167,7.3833,Germany,DE,North Rhine-Westphalia,29345,29345
Oelde,51.8258,8.1436,Germany,DE,North Rhine-Westphalia,29326,29326
Tönisvorst,51.3208,6.4931,Germany,DE,North Rhine-Westphalia,29306,29306
Güstrow,53.7939,12.1764,Germany,DE,Mecklenburg-Western Pomerania,29241,29241
Friedberg,50.3353,8.755,Germany,DE,Hesse,29180,29180
Landsberg,48.0528,10.8689,Germany,DE,Bavaria,29132,29132
Northeim,51.7067,10.0011,Germany,DE,Lower Saxony,29107,29107
Kelkheim (Taunus),50.138,8.4525,Germany,DE,Hesse,29055,29055
Springe,52.2167,9.55,Germany,DE,Lower Saxony,28951,28951
Unterschleißheim,48.2833,11.5667,Germany,DE,Bavaria,28907,28907
Bühl,48.6953,8.135,Germany,DE,Baden-Württemberg,28900,28900
Schwandorf,49.3236,12.0993,Germany,DE,Bavaria,28828,28828
Höxter,51.7667,9.3667,Germany,DE,North Rhine-Westphalia,28824,28824
Rösrath,50.9,7.1833,Germany,DE,North Rhine-Westphalia,28693,28693
Schwelm,51.2904,7.2972,Germany,DE,North Rhine-Westphalia,28542,28542
Rendsburg,54.3044,9.6644,Germany,DE,Schleswig-Holstein,28470,28470
Steinheim am Main,50.1257,8.83,Germany,DE,Hesse,28403,28403
Winnenden,48.8764,9.3978,Germany,DE,Baden-Württemberg,28339,28339
Idar-Oberstein,49.7019,7.3253,Germany,DE,Rhineland-Palatinate,28323,28323
Bad Neuenahr-Ahrweiler,50.5447,7.1133,Germany,DE,Rhineland-Palatinate,28251,28251
Grimma,51.2386,12.7253,Germany,DE,Saxony,28180,28180
Wegberg,51.1333,6.2667,Germany,DE,North Rhine-Westphalia,28175,28175
Geislingen an der Steige,48.6244,9.8306,Germany,DE,Baden-Württemberg,28122,28122
Königsbrunn,48.2689,10.8908,Germany,DE,Bavaria,28076,28076
Meißen,51.1636,13.4775,Germany,DE,Saxony,28044,28044
Leichlingen,51.1167,7.0167,Germany,DE,North Rhine-Westphalia,28031,28031
Kevelaer,51.5833,6.25,Germany,DE,North Rhine-Westphalia,28021,28021
Zeitz,51.0478,12.1383,Germany,DE,Saxony-Anhalt,27955,27955
Emmendingen,48.1214,7.8492,Germany,DE,Baden-Württemberg,27882,27882
Sundern,51.3167,8,Germany,DE,North Rhine-Westphalia,27802,27802
Baunatal,51.2589,9.4183,Germany,DE,Hesse,27750,27750
Olching,48.2,11.3167,Germany,DE,Bavaria,27741,27741
Reinbek,53.5089,10.2483,Germany,DE,Schleswig-Holstein,27649,27649
Mechernich,50.6,6.65,Germany,DE,North Rhine-Westphalia,27598,27598
Wetter (Ruhr),51.3881,7.395,Germany,DE,North Rhine-Westphalia,27441,27441
Griesheim,49.8594,8.5525,Germany,DE,Hesse,27435,27435
Arnstadt,50.8342,10.9464,Germany,DE,Thuringia,27304,27304
Aschersleben,51.75,11.4667,Germany,DE,Saxony-Anhalt,27220,27220
Geilenkirchen,50.9653,6.1194,Germany,DE,North Rhine-Westphalia,27214,27214
Rheinbach,50.6256,6.9491,Germany,DE,North Rhine-Westphalia,27063,27063
Overath,50.95,7.3,Germany,DE,North Rhine-Westphalia,27040,27040
Baesweiler,50.9,6.1833,Germany,DE,North Rhine-Westphalia,27033,27033
Neustadt,48.8111,9.3656,Germany,DE,Baden-Württemberg,26987,26987
Leimen,49.3481,8.6911,Germany,DE,Baden-Württemberg,26968,26968
Wangen im Allgäu,47.6858,9.8342,Germany,DE,Baden-Württemberg,26905,26905
Schloß Holte-Stukenbrock,51.8833,8.6167,Germany,DE,North Rhine-Westphalia,26776,26776
Lohne,52.6667,8.2386,Germany,DE,Lower Saxony,26762,26762
Wiesloch,49.2942,8.6983,Germany,DE,Baden-Württemberg,26758,26758
Hamminkeln,51.7319,6.5908,Germany,DE,North Rhine-Westphalia,26739,26739
Strausberg,52.5808,13.8814,Germany,DE,Brandenburg,26587,26587
Lauf,49.5103,11.2772,Germany,DE,Bavaria,26515,26515
Neckarsulm,49.1917,9.2244,Germany,DE,Baden-Württemberg,26492,26492
Heiligenhaus,51.3265,6.971,Germany,DE,North Rhine-Westphalia,26335,26335
Sangerhausen,51.4667,11.3,Germany,DE,Saxony-Anhalt,26297,26297
Hennigsdorf,52.6378,13.2036,Germany,DE,Brandenburg,26272,26272
Ehingen an der Donau,48.2833,9.7236,Germany,DE,Baden-Württemberg,26259,26259
Butzbach,50.4367,8.6622,Germany,DE,Hesse,26197,26197
Nordenham,53.5,8.4667,Germany,DE,Lower Saxony,26193,26193
Hohen Neuendorf,52.6667,13.2831,Germany,DE,Brandenburg,26159,26159
Ludwigsfelde,52.2997,13.2667,Germany,DE,Brandenburg,26112,26112
Mühlacker,48.95,8.8392,Germany,DE,Baden-Württemberg,26076,26076
Heppenheim,49.6415,8.645,Germany,DE,Hesse,26023,26023
Selm,51.6833,7.4833,Germany,DE,North Rhine-Westphalia,26011,26011
Weiterstadt,49.9,8.6,Germany,DE,Hesse,25975,25975
Pfaffenhofen,48.5333,11.5167,Germany,DE,Bavaria,25917,25917
Kulmbach,50.1,11.4333,Germany,DE,Bavaria,25915,25915
Sankt Wendel,49.4667,7.1667,Germany,DE,Saarland,25862,25862
Teltow,52.4022,13.2706,Germany,DE,Brandenburg,25825,25825
Bad Honnef am Rhein,50.645,7.2269,Germany,DE,North Rhine-Westphalia,25816,25816
Helmstedt,52.2281,11.0106,Germany,DE,Lower Saxony,25728,25728
Bingen am Rhein,49.9669,7.895,Germany,DE,Rhineland-Palatinate,25659,25659
Achern,48.6314,8.0739,Germany,DE,Baden-Württemberg,25630,25630
Zirndorf,49.45,10.95,Germany,DE,Bavaria,25596,25596
Roth,49.2461,11.0911,Germany,DE,Bavaria,25593,25593
Lennestadt,51.1236,8.0681,Germany,DE,North Rhine-Westphalia,25503,25503
Verl,51.8831,8.5167,Germany,DE,North Rhine-Westphalia,25498,25498
Lindau,47.5458,9.6839,Germany,DE,Bavaria,25490,25490
Lübbecke,52.3081,8.6231,Germany,DE,North Rhine-Westphalia,25490,25490
Rinteln,52.1906,9.0814,Germany,DE,Lower Saxony,25484,25484
Brilon,51.3956,8.5678,Germany,DE,North Rhine-Westphalia,25417,25417
Staßfurt,51.8667,11.5667,Germany,DE,Saxony-Anhalt,25385,25385
Zittau,50.8961,14.8072,Germany,DE,Saxony,25381,25381
Plettenberg,51.2128,7.8715,Germany,DE,North Rhine-Westphalia,25318,25318
Groß-Gerau,49.9214,8.4818,Germany,DE,Hesse,25302,25302
